Time,Temperature of system I,Temperature of system II,index A,index B,index C,index D,Mineral_parameter_1,Mineral_parameter_2,Mineral_parameter_3,Mineral_parameter_4,Process parameter 3,Process parameter 4
2022/4/8 0:00,341.4,665.04,78.790565,23.535,11.078749,15.4450035,52.88,91.27,47.22,22.26,306.72833330000003,155.7483333
2022/4/8 0:01,341.4,665.04,78.790565,23.535,11.078749,15.4450035,52.88,91.27,47.22,22.26,306.8102778,155.7186111
2022/4/8 0:02,341.4,665.04,78.79588,23.535,11.078749,15.4450035,52.88,91.27,47.22,22.26,306.8922222,155.6888889
2022/4/8 0:03,341.4,665.04,78.79588,23.612246,11.1006775,15.4450035,52.88,91.27,47.22,22.26,306.9741667,155.6591667
2022/4/8 0:04,341.4,665.04,78.79588,23.820238,11.1006775,15.4450035,52.88,91.27,47.22,22.26,307.0561111,155.6294444
2022/4/8 0:05,341.4,665.04,78.79588,23.816124,11.1006775,15.4450035,52.88,91.27,47.22,22.26,307.13805560000003,155.59972219999997
2022/4/8 0:06,341.4,665.04,78.79588,23.816124,11.1006775,15.4450035,52.88,91.27,47.22,22.26,307.22,155.57
2022/4/8 0:07,341.4,665.04,78.78392,23.816124,11.087106,15.4450035,52.88,91.27,47.22,22.26,307.30194439999997,155.5402778
2022/4/8 0:08,341.4,665.04,78.8322,23.816124,11.087106,15.4450035,52.88,91.27,47.22,22.26,307.3838889,155.51055559999998
2022/4/8 0:09,341.4,665.04,78.88538,23.816124,11.087106,15.453537,52.88,91.27,47.22,22.26,307.4658333,155.4808333
2022/4/8 0:10,341.4,665.04,78.88538,23.816124,11.087106,15.453537,52.88,91.27,47.22,22.26,307.5477778,155.4511111
2022/4/8 0:11,341.4,665.04,78.88538,23.816124,11.087106,15.504598,52.88,91.27,47.22,22.26,307.6297222,155.4213889
2022/4/8 0:12,341.4,665.04,78.88538,23.816124,11.087106,15.504598,52.88,91.27,47.22,22.26,307.71166669999997,155.3916667
2022/4/8 0:13,341.4,665.04,78.88538,23.816124,11.087106,15.503556,52.88,91.27,47.22,22.26,307.7936111,155.36194440000003
2022/4/8 0:14,341.4,665.04,78.85132,23.816124,11.087106,15.503556,52.88,91.27,47.22,22.26,307.87555560000004,155.3322222
2022/4/8 0:15,341.4,665.04,78.639626,23.816124,11.115603,15.503556,52.88,91.27,47.22,22.26,307.9575,155.3025
2022/4/8 0:16,341.4,665.04,78.639626,23.816124,11.137764,15.503556,52.88,91.27,47.22,22.26,308.0394444,155.27277780000003
2022/4/8 0:17,341.4,665.04,78.67377,23.816124,11.137764,15.503556,52.88,91.27,47.22,22.26,308.1213889,155.2430556
2022/4/8 0:18,341.4,665.04,78.69337,23.803787,11.137764,15.503556,52.88,91.27,47.22,22.26,308.2033333,155.21333330000002
2022/4/8 0:19,341.4,665.04,78.69337,23.803787,11.137764,15.503556,52.88,91.27,47.22,22.26,308.2852778,155.1836111
2022/4/8 0:20,341.4,665.04,78.69337,23.803787,11.137764,15.503556,52.88,91.27,47.22,22.26,308.3672222,155.1538889
2022/4/8 0:21,341.4,665.04,78.7057,23.772997,11.113331,15.483454,52.88,91.27,47.22,22.26,308.4491667,155.1241667
2022/4/8 0:22,341.4,665.04,78.7057,23.73954,11.113331,15.483454,52.88,91.27,47.22,22.26,308.5311111,155.09444440000001
2022/4/8 0:23,341.4,665.04,78.7057,23.73954,11.136793,15.320607,52.88,91.27,47.22,22.26,308.61305560000005,155.06472219999998
2022/4/8 0:24,341.4,665.04,78.710846,23.73954,11.132058,15.320607,52.88,91.27,47.22,22.26,308.695,155.035
2022/4/8 0:25,341.4,665.04,78.710846,23.73954,11.132058,15.320607,52.88,91.27,47.22,22.26,308.7769444,155.00527780000002
2022/4/8 0:26,341.4,665.04,78.710846,23.73954,11.132058,15.320607,52.88,91.27,47.22,22.26,308.8588889,154.97555559999998
2022/4/8 0:27,341.4,665.04,78.710846,23.712605,11.132058,15.320607,52.88,91.27,47.22,22.26,308.9408333,154.9458333
2022/4/8 0:28,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.0227778,154.9161111
2022/4/8 0:29,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.1047222,154.8863889
2022/4/8 0:30,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.1866667,154.85666669999998
2022/4/8 0:31,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.2686111,154.8269444
2022/4/8 0:32,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.3505556,154.7972222
2022/4/8 0:33,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.4325,154.7675
2022/4/8 0:34,341.4,665.04,78.710846,23.758596,11.132058,15.320607,52.88,91.27,47.22,22.26,309.51444439999995,154.7377778
2022/4/8 0:35,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,309.5963889,154.7080556
2022/4/8 0:36,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,309.6783333,154.67833330000002
2022/4/8 0:37,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,309.7602778,154.6486111
2022/4/8 0:38,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,309.8422222,154.6188889
2022/4/8 0:39,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,309.9241667,154.5891667
2022/4/8 0:40,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,310.0061111,154.55944440000002
2022/4/8 0:41,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,310.0880556,154.52972219999998
2022/4/8 0:42,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,310.17,154.5
2022/4/8 0:43,341.4,665.04,78.710846,23.758596,11.139116,15.320607,52.88,91.27,47.22,22.26,310.25194439999996,154.47027780000002
2022/4/8 0:44,341.4,665.04,78.710846,23.758596,11.272554,15.320607,52.88,91.27,47.22,22.26,310.3338889,154.44055559999998
2022/4/8 0:45,341.4,665.04,78.710846,23.758596,11.270835,15.320607,52.88,91.27,47.22,22.26,310.41583330000003,154.4108333
2022/4/8 0:46,341.4,665.04,78.710846,23.758596,11.270835,15.320607,52.88,91.27,47.22,22.26,310.4977778,154.3811111
2022/4/8 0:47,341.4,665.04,78.710846,23.758596,11.270835,15.320607,52.88,91.27,47.22,22.26,310.5797222,154.3513889
2022/4/8 0:48,341.4,665.04,78.710846,23.758596,11.270835,15.320607,52.88,91.27,47.22,22.26,310.6616667,154.32166669999998
2022/4/8 0:49,341.4,665.04,78.710846,23.758596,11.270835,15.320607,52.88,91.27,47.22,22.26,310.7436111,154.2919444
2022/4/8 0:50,341.4,665.04,78.710846,23.758596,11.270835,15.400282,52.88,91.27,47.22,22.26,310.82555560000003,154.2622222
2022/4/8 0:51,341.4,665.04,78.710846,23.758596,11.270835,15.400282,52.88,91.27,47.22,22.26,310.9075,154.2325
2022/4/8 0:52,341.4,665.04,78.710846,23.758596,11.270835,15.400282,52.88,91.27,47.22,22.26,310.98944439999997,154.2027778
2022/4/8 0:53,341.4,665.04,78.710846,23.758596,11.270835,15.724594,52.88,91.27,47.22,22.26,311.0713889,154.1730556
2022/4/8 0:54,341.4,665.04,78.710846,23.758596,11.270835,15.724594,52.88,91.27,47.22,22.26,311.1533333,154.14333330000002
2022/4/8 0:55,341.4,665.04,78.82219,23.758596,11.270835,15.724594,52.88,91.27,47.22,22.26,311.2352778,154.1136111
2022/4/8 0:56,341.4,665.04,78.82219,23.758596,11.249634,15.724594,52.88,91.27,47.22,22.26,311.3172222,154.0838889
2022/4/8 0:57,341.4,665.04,78.82219,23.758596,11.249634,15.71384,52.88,91.27,47.22,22.26,311.39916669999997,154.0541667
2022/4/8 0:58,341.4,665.04,78.82219,23.758596,11.249634,15.71384,52.88,91.27,47.22,22.26,311.4811111,154.02444440000002
2022/4/8 0:59,341.4,665.04,78.82219,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.56305560000004,153.99472219999998
2022/4/8 1:00,341.4,665.04,78.82219,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.645,153.965
2022/4/8 1:01,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.7269444,153.93527780000002
2022/4/8 1:02,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.8088889,153.90555559999999
2022/4/8 1:03,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.8908333,153.8758333
2022/4/8 1:04,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,311.9727778,153.8461111
2022/4/8 1:05,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.0547222,153.8163889
2022/4/8 1:06,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.1366667,153.78666669999998
2022/4/8 1:07,341.4,665.04,78.766754,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.2186111,153.7569444
2022/4/8 1:08,341.4,665.04,78.78704,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.30055560000005,153.72722219999997
2022/4/8 1:09,341.4,665.04,78.78704,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.3825,153.6975
2022/4/8 1:10,341.4,665.04,78.78704,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.4644444,153.6677778
2022/4/8 1:11,341.4,665.04,78.78704,23.781052,11.249634,15.71384,52.88,91.27,47.22,22.26,312.5463889,153.63805559999997
2022/4/8 1:12,341.4,665.04,78.76581,23.781052,11.2548065,15.71384,52.88,91.27,47.22,22.26,312.6283333,153.6083333
2022/4/8 1:13,341.4,665.04,78.76581,23.781052,11.2548065,15.619305,52.88,91.27,47.22,22.26,312.7102778,153.5786111
2022/4/8 1:14,341.4,665.04,78.76581,23.781052,11.2548065,15.619305,52.88,91.27,47.22,22.26,312.7922222,153.5488889
2022/4/8 1:15,341.4,665.04,78.76581,23.781052,11.2548065,15.619305,52.88,91.27,47.22,22.26,312.8741667,153.5191667
2022/4/8 1:16,341.4,665.04,78.76581,23.781052,11.2548065,15.619305,52.88,91.27,47.22,22.26,312.9561111,153.48944440000002
2022/4/8 1:17,341.4,665.04,78.76581,23.781052,11.2548065,15.619305,52.88,91.27,47.22,22.26,313.0380556,153.4597222
2022/4/8 1:18,341.4,665.04,78.76581,23.768394,11.2548065,15.933818,52.88,91.27,47.22,22.26,313.12,153.43
2022/4/8 1:19,341.4,665.04,78.76581,23.768394,11.2548065,15.933818,52.88,91.27,47.22,22.26,313.20194439999995,153.40027780000003
2022/4/8 1:20,341.4,665.04,78.76581,23.706959,11.2548065,15.933818,52.88,91.27,47.22,22.26,313.2838889,153.3705556
2022/4/8 1:21,341.4,665.04,78.76581,23.706959,11.2548065,15.933818,52.88,91.27,47.22,22.26,313.3658333,153.3408333
2022/4/8 1:22,341.4,665.04,78.76581,23.706959,11.2548065,15.792532,52.88,91.27,47.22,22.26,313.4477778,153.3111111
2022/4/8 1:23,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.5297222,153.2813889
2022/4/8 1:24,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.6116667,153.2516667
2022/4/8 1:25,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.6936111,153.2219444
2022/4/8 1:26,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.7755556,153.19222219999997
2022/4/8 1:27,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.8575,153.1625
2022/4/8 1:28,341.4,665.04,78.76581,23.706959,11.2548065,15.658869,52.88,91.27,47.22,22.26,313.93944439999996,153.1327778
2022/4/8 1:29,341.4,665.04,78.76581,23.712894,11.240269,15.618136,52.88,91.27,47.22,22.26,314.0213889,153.10305559999998
2022/4/8 1:30,341.4,665.04,78.76581,23.712894,11.240269,15.618136,52.88,91.27,47.22,22.26,314.10333330000003,153.0733333
2022/4/8 1:31,341.4,665.04,78.76581,23.712894,11.240269,15.618136,52.88,91.27,47.22,22.26,314.1852778,153.0436111
2022/4/8 1:32,341.4,665.04,78.76581,23.712894,11.240269,16.012644,52.88,91.27,47.22,22.26,314.2672222,153.01388889999998
2022/4/8 1:33,341.4,665.04,78.76581,23.712894,11.172341,16.14496,52.88,91.27,47.22,22.26,314.3491667,152.9841667
2022/4/8 1:34,341.4,665.04,78.76581,23.712894,11.172341,16.111998,52.88,91.27,47.22,22.26,314.4311111,152.9544444
2022/4/8 1:35,341.4,665.04,78.76581,23.712894,11.172341,16.111998,52.88,91.27,47.22,22.26,314.51305560000003,152.9247222
2022/4/8 1:36,341.4,665.04,78.76581,23.712894,11.172341,16.111998,52.88,91.27,47.22,22.26,314.595,152.895
2022/4/8 1:37,341.4,665.04,78.76581,23.712894,11.172341,16.231493,52.88,91.27,47.22,22.26,314.67694439999997,152.86527780000003
2022/4/8 1:38,341.4,665.04,78.76581,23.712894,11.172341,16.231493,52.88,91.27,47.22,22.26,314.7588889,152.8355556
2022/4/8 1:39,341.4,665.04,78.90951,23.712894,11.172341,16.187906,52.88,91.27,47.22,22.26,314.8408333,152.80583330000002
2022/4/8 1:40,341.4,665.04,78.90951,23.712894,11.216568,16.187906,52.88,91.27,47.22,22.26,314.9227778,152.7761111
2022/4/8 1:41,341.4,665.04,78.90951,23.70396,11.216568,16.187906,52.88,91.27,47.22,22.26,315.0047222,152.7463889
2022/4/8 1:42,341.4,665.04,78.90951,23.70396,11.216568,16.187906,52.88,91.27,47.22,22.26,315.08666669999997,152.7166667
2022/4/8 1:43,341.4,665.04,78.92439,23.70396,11.216568,16.187906,52.88,91.27,47.22,22.26,315.1686111,152.68694440000002
