Time,Temperature of system I,Temperature of system II,index A,index B,index C,index D,Mineral_parameter_1,Mineral_parameter_2,Mineral_parameter_3,Mineral_parameter_4
2022/1/13 0:01,0.055921534,0.08457860099999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:02,0.052494919,0.06879368400000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:03,0.053174068,0.071016911,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:04,0.054007569000000005,0.070794589,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:05,0.053606254000000006,0.072017364,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:06,0.053884087000000004,0.06901600599999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:07,0.053174068,0.074462914,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:08,0.053174068,0.069682975,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:09,0.052093604,0.07324013900000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:10,0.053174068,0.07435175299999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:11,0.054408884000000005,0.07090575,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:12,0.052494919,0.071572718,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:13,0.056199367,0.072128525,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:14,0.053451902,0.07068342700000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:15,0.054131051,0.081021436,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:16,0.054408884000000005,0.073017816,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:17,0.051414455,0.070349943,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:18,0.051414455,0.07012762,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:19,0.05329755,0.075463367,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:20,0.053729735,0.070349943,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:21,0.053976699,0.07179504099999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:22,0.050858787999999995,0.06423606700000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:23,0.054686717999999995,0.069460652,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:24,0.052927105,0.07535220599999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:25,0.055088033,0.069238329,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:26,0.053853217,0.083022341,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:27,0.048389155999999996,0.05812219,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:28,0.054408884000000005,0.074018269,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:29,0.04990180599999999,0.049229279,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:30,0.054131051,0.06679277900000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:31,0.051815771,0.06368026,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:32,0.04990180599999999,0.06612581,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:33,0.053050587,0.066681617,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:34,0.052093604,0.06979413599999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:35,0.052896235,0.068349038,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:36,0.052772753,0.065125358,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:37,0.051537937,0.067793231,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:38,0.054655847,0.07324013900000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:39,0.053976699,0.06879368400000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:40,0.053853217,0.069460652,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:41,0.051815771,0.061234709000000005,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:42,0.050580955,0.069238329,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:43,0.047432174,0.055565478,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:44,0.052093604,0.067015101,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:45,0.052340567000000005,0.07179504099999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:46,0.053729735,0.072684332,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:47,0.050858787999999995,0.057899867,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:48,0.055088033,0.09158176800000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:49,0.05329755,0.067570908,,,,14.70903491973877,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:50,0.055365867,0.073351301,78.15,26.21,12.93,14.59,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:51,0.055365867,0.074018269,,,,14.70903491973877,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:52,0.058514647,0.07879820900000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:53,0.052772753,0.072128525,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:54,0.053853217,0.071461557,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:55,0.055211515,0.073573623,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:56,0.05561283,0.077686595,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:57,0.05561283,0.071461557,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:58,0.050333990999999995,0.067459747,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:59,0.05329755,0.07246200900000001,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:00,0.05329755,0.070016459,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:01,0.05329755,0.069238329,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:02,0.053050587,0.07090575,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:03,0.053174068,0.065681165,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:04,0.052093604,0.067237424,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:05,0.056878516,0.08213305,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:06,0.052494919,0.06256864599999999,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:07,0.053853217,0.077797756,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 1:08,0.051136622,0.063457937,,,,,-1.503058995,-0.84104569,-0.027341564,2.267079582
