Time,Temperature of system I,Temperature of system II,index A,index B,index C,index D,Mineral_parameter_1,Mineral_parameter_2,Mineral_parameter_3,Mineral_parameter_4
2022/1/13 0:01,0.055921534,0.08457860099999999,79.5990831429295,23.90577340317836,11.47318551157197,16.14399567031965,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:02,0.052494919,0.06879368400000001,79.5962285308361,23.90565578266124,11.468805141974043,16.132144225148043,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:03,0.053174068,0.071016911,79.59660546039319,23.905679644218132,11.469308560324093,16.133728293961624,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:04,0.054007569000000005,0.070794589,79.59645251087379,23.90571071952798,11.468737465906427,16.13317933643799,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:05,0.053606254000000006,0.072017364,79.59675889553037,23.905695080285103,11.469461979353763,16.13438628785172,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:06,0.053884087000000004,0.06901600599999999,79.5960972857726,23.90570721506297,11.46809218843002,16.131730179778103,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:07,0.053174068,0.074462914,79.59732429918627,23.90567755305367,11.470696998736242,16.136639690557974,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:08,0.053174068,0.069682975,79.5963272003498,23.905680453700757,11.468771100553527,16.132601302275855,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:09,0.052093604,0.07324013900000001,79.59720737754233,23.90563818716787,11.470828517070796,16.136074740928873,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:10,0.053174068,0.07435175299999999,79.59730111091885,23.905677620510353,11.470652210556333,16.13654577486578,-1.503058995,-0.84104569,-0.027341564,2.267079582
2022/1/13 0:11,0.054408884000000005,0.07090575,79.5964243862606,23.905725549288235,11.468550412229657,16.133099376710028,-1.503058995,-0.84104569,-0.027341564,2.267079582
